batch,acc,batch,loss,size
93,0.938326,93,0.326521,10
94,0.93571,94,0.332338,10
95,0.9462,95,0.301799,10
96,0.947896,96,0.333473,10
97,0.939087,97,0.331417,10
98,0.944584,98,0.332969,10
99,0.917198,99,0.374577,10
100,0.932599,100,0.35576,10
101,0.906075,101,0.425339,10
102,0.955551,102,0.286885,10
103,0.941094,103,0.318494,10
104,0.902775,104,0.430185,10
105,0.898583,105,0.447098,10
106,0.922874,106,0.367715,10
107,0.904515,107,0.430244,10
108,0.938011,108,0.323633,10
109,0.938754,109,0.329442,10
110,0.926714,110,0.365294,10
111,0.919829,111,0.38156,10
112,0.952211,112,0.302203,10
113,0.929931,113,0.335551,10
114,0.89106,114,0.460668,10
115,0.927127,115,0.360536,10
116,0.956069,116,0.292258,10
117,0.931767,117,0.357701,10
118,0.916116,118,0.382367,10
119,0.929427,119,0.346868,10
120,0.941325,120,0.31089,10
121,0.917744,121,0.39297,10
122,0.955898,122,0.284605,10
123,0.956077,123,0.271647,10
124,0.916606,124,0.416086,10
125,0.93265,125,0.343418,10
126,0.935021,126,0.337351,10
127,0.912967,127,0.417921,10
128,0.918393,128,0.365993,10
129,0.933837,129,0.334419,10
130,0.893449,130,0.456163,10
131,0.957655,131,0.28779,10
132,0.932291,132,0.348991,10
133,0.937166,133,0.328978,10
134,0.91317,134,0.410356,10
135,0.943107,135,0.321946,10
136,0.918178,136,0.428841,10
137,0.951527,137,0.298163,10
138,0.958196,138,0.272053,10
139,0.943392,139,0.321493,10
140,0.942591,140,0.316308,10
141,0.956083,141,0.280408,10
142,0.978895,142,0.217415,10
143,0.941975,143,0.312629,10
144,0.933283,144,0.330525,10
145,0.938114,145,0.335759,10
0,0.910045,0,0.399399,10
1,0.955776,1,0.284046,10
2,0.943505,2,0.30984,10
3,0.953291,3,0.291284,10
4,0.924261,4,0.349672,10
5,0.932474,5,0.344986,10
6,0.920514,6,0.361708,10
7,0.92226,7,0.368643,10
8,0.947998,8,0.310411,10
9,0.944683,9,0.293481,10
10,0.949588,10,0.298555,10
11,0.951045,11,0.291866,10
12,0.955453,12,0.278998,10
13,0.946989,13,0.301919,10
14,0.933981,14,0.335949,10
15,0.89498,15,0.434372,10
16,0.912233,16,0.401724,10
17,0.943974,17,0.312469,10
18,0.933214,18,0.336793,10
19,0.950487,19,0.301803,10
20,0.926441,20,0.345688,10
21,0.945646,21,0.306732,10
22,0.911745,22,0.393306,10
23,0.963471,23,0.25889,10
24,0.906532,24,0.418221,10
25,0.942578,25,0.329699,10
26,0.941373,26,0.318012,10
27,0.929257,27,0.360541,10
28,0.935826,28,0.326731,10
29,0.960464,29,0.265744,10
30,0.960886,30,0.278009,10
31,0.933305,31,0.335239,10
32,0.962289,32,0.266174,10
33,0.910133,33,0.436802,10
34,0.887108,34,0.482628,10
35,0.937305,35,0.343963,10
36,0.940229,36,0.325038,10
37,0.9558,37,0.274943,10
38,0.941124,38,0.310788,10
39,0.939866,39,0.344558,10
40,0.942073,40,0.303457,10
41,0.942796,41,0.312344,10
42,0.926802,42,0.349763,10
43,0.954018,43,0.291176,10
44,0.949562,44,0.302429,10
45,0.89832,45,0.449843,10
46,0.940606,46,0.319063,10
47,0.956597,47,0.281231,10
48,0.945801,48,0.300925,10
49,0.935486,49,0.335275,10
50,0.943186,50,0.316208,10
51,0.942047,51,0.31913,10
52,0.964109,52,0.254692,10
53,0.972757,53,0.235148,10
54,0.917549,54,0.389932,10
55,0.947047,55,0.295995,10
56,0.948546,56,0.305693,10
57,0.951611,57,0.289082,10
58,0.95856,58,0.272242,10
59,0.957426,59,0.287767,10
60,0.947394,60,0.313523,10
61,0.967453,61,0.246944,10
62,0.962241,62,0.252734,10
63,0.94429,63,0.30737,10
64,0.90311,64,0.417487,10
65,0.95818,65,0.267139,10
66,0.939834,66,0.330112,10
67,0.950023,67,0.30689,10
68,0.944679,68,0.309917,10
69,0.949096,69,0.284822,10
70,0.954495,70,0.276147,10
71,0.930846,71,0.342263,10
72,0.936307,72,0.332868,10
73,0.95855,73,0.271536,10
74,0.935179,74,0.333401,10
75,0.956669,75,0.289727,10
76,0.94563,76,0.309507,10
77,0.938278,77,0.31677,10
78,0.95125,78,0.28506,10
79,0.871176,79,0.511845,10
80,0.960515,80,0.26098,10
81,0.956715,81,0.267998,10
82,0.9547,82,0.276577,10
83,0.924163,83,0.378078,10
84,0.968993,84,0.240378,10
85,0.94898,85,0.29851,10
86,0.958078,86,0.268573,10
87,0.916831,87,0.377472,10
88,0.885874,88,0.462022,10
89,0.938222,89,0.334615,10
90,0.946509,90,0.291744,10
91,0.957086,91,0.286733,10
92,0.94568,92,0.303567,10
93,0.92459,93,0.372299,10
94,0.872507,94,0.509966,10
95,0.96047,95,0.265228,10
96,0.92178,96,0.389598,10
97,0.922418,97,0.376853,10
98,0.915645,98,0.396462,10
99,0.943689,99,0.311899,10
100,0.937562,100,0.332423,10
101,0.923424,101,0.362303,10
102,0.916745,102,0.372162,10
103,0.908224,103,0.420949,10
104,0.942467,104,0.315408,10
105,0.944727,105,0.308698,10
106,0.92733,106,0.347855,10
107,0.930338,107,0.374593,10
108,0.922162,108,0.379833,10
109,0.929539,109,0.344953,10
110,0.929616,110,0.341242,10
111,0.931599,111,0.337784,10
112,0.921967,112,0.344294,10
113,0.957981,113,0.277584,10
114,0.951792,114,0.293097,10
115,0.958526,115,0.275196,10
116,0.915727,116,0.377535,10
117,0.946012,117,0.309646,10
118,0.937016,118,0.326129,10
119,0.927103,119,0.385405,10
120,0.916193,120,0.420117,10
121,0.924853,121,0.359328,10
122,0.929648,122,0.376346,10
123,0.9456,123,0.313682,10
124,0.959318,124,0.276002,10
125,0.929881,125,0.33145,10
126,0.937708,126,0.321558,10
127,0.913872,127,0.399972,10
128,0.938953,128,0.318416,10
129,0.94964,129,0.301925,10
130,0.921511,130,0.363592,10
131,0.90461,131,0.415227,10
132,0.95203,132,0.303078,10
133,0.954198,133,0.280387,10
134,0.916925,134,0.385796,10
135,0.933678,135,0.329192,10
136,0.946559,136,0.302527,10
137,0.9621,137,0.259305,10
138,0.960669,138,0.26998,10
139,0.925256,139,0.350106,10
140,0.957156,140,0.271976,10
141,0.931976,141,0.360745,10
142,0.939832,142,0.32295,10
143,0.964147,143,0.264759,10
144,0.95295,144,0.287182,10
145,0.884288,145,0.462894,10
0,0.910671,0,0.379577,10
1,0.930286,1,0.357711,10
2,0.945068,2,0.316475,10
3,0.958784,3,0.264221,10
4,0.948079,4,0.303388,10
5,0.951822,5,0.278224,10
6,0.926947,6,0.346862,10
7,0.930846,7,0.350923,10
8,0.942874,8,0.343751,10
9,0.946282,9,0.309547,10
10,0.958214,10,0.270452,10
11,0.931524,11,0.349676,10
12,0.946892,12,0.292504,10
13,0.9541,13,0.274417,10
14,0.931747,14,0.348989,10
15,0.950551,15,0.283705,10
16,0.936815,16,0.323255,10
17,0.922192,17,0.354805,10
18,0.909718,18,0.410427,10
19,0.905493,19,0.387235,10
20,0.936367,20,0.32304,10
21,0.936301,21,0.329695,10
22,0.942613,22,0.304398,10
23,0.935944,23,0.340689,10
24,0.952542,24,0.288741,10
25,0.925712,25,0.365247,10
26,0.905224,26,0.434727,10
27,0.938786,27,0.320229,10
28,0.961454,28,0.255483,10
29,0.939075,29,0.327007,10
30,0.949428,30,0.304671,10
31,0.968874,31,0.254032,10
32,0.956669,32,0.272568,10
33,0.927671,33,0.357913,10
34,0.926667,34,0.371745,10
35,0.935625,35,0.32407,10
36,0.93698,36,0.339836,10
37,0.9292,37,0.349019,10
38,0.96201,38,0.250418,10
39,0.922812,39,0.361388,10
40,0.955601,40,0.283743,10
41,0.960416,41,0.268665,10
42,0.954756,42,0.266676,10
43,0.941084,43,0.310708,10
44,0.954798,44,0.294375,10
45,0.963329,45,0.249754,10
46,0.974139,46,0.229781,10
47,0.964065,47,0.267696,10
48,0.94567,48,0.296715,10
49,0.953706,49,0.275295,10
50,0.9497,50,0.30176,10
51,0.92301,51,0.39462,10
52,0.931667,52,0.364522,10
53,0.945845,53,0.298985,10
54,0.937337,54,0.328768,10
55,0.943731,55,0.297804,10
56,0.911307,56,0.440246,10
57,0.954302,57,0.271056,10
58,0.948067,58,0.292804,10
59,0.95644,59,0.280376,10
60,0.957853,60,0.271913,10
61,0.945823,61,0.307415,10
62,0.928008,62,0.350998,10
63,0.96254,63,0.263249,10
64,0.964912,64,0.244671,10
65,0.935655,65,0.335129,10
66,0.965157,66,0.254127,10
67,0.933763,67,0.335204,10
68,0.942616,68,0.29854,10
69,0.932233,69,0.337436,10
70,0.95083,70,0.305623,10
71,0.930921,71,0.328788,10
72,0.944546,72,0.313677,10
73,0.948033,73,0.308908,10
74,0.951599,74,0.290185,10
75,0.960288,75,0.262573,10
76,0.948354,76,0.307559,10
77,0.933516,77,0.335975,10
78,0.943733,78,0.314114,10
79,0.958397,79,0.275767,10
80,0.953411,80,0.287381,10
81,0.944743,81,0.295422,10
82,0.954524,82,0.274682,10
83,0.938024,83,0.33188,10
84,0.961291,84,0.257914,10
85,0.955172,85,0.280729,10
86,0.961351,86,0.260902,10
87,0.960816,87,0.260741,10
88,0.93939,88,0.322376,10
89,0.941142,89,0.31157,10
90,0.946122,90,0.311528,10
91,0.957542,91,0.260994,10
92,0.954542,92,0.28013,10
93,0.951934,93,0.28833,10
94,0.964505,94,0.254863,10
95,0.972224,95,0.233209,10
96,0.960966,96,0.256899,10
97,0.945562,97,0.298539,10
98,0.96832,98,0.248596,10
99,0.964862,99,0.249835,10
100,0.970989,100,0.237344,10
101,0.927598,101,0.337841,10
102,0.947471,102,0.291709,10
103,0.944478,103,0.295416,10
104,0.951539,104,0.280936,10
105,0.947194,105,0.287136,10
106,0.961422,106,0.256552,10
107,0.943601,107,0.30979,10
108,0.956843,108,0.272551,10
109,0.943483,109,0.31508,10
110,0.961709,110,0.24998,10
111,0.952253,111,0.271783,10
112,0.945353,112,0.31674,10
113,0.932933,113,0.364051,10
114,0.952161,114,0.283848,10
115,0.948587,115,0.291188,10
116,0.950756,116,0.278728,10
117,0.958443,117,0.269576,10
118,0.948667,118,0.295493,10
119,0.927027,119,0.342177,10
120,0.948819,120,0.304393,10
121,0.955982,121,0.270097,10
122,0.947613,122,0.298581,10
123,0.936799,123,0.337267,10
124,0.957277,124,0.272472,10
125,0.952099,125,0.275753,10
126,0.966205,126,0.246807,10
127,0.967796,127,0.244526,10
128,0.957512,128,0.272404,10
129,0.950504,129,0.293609,10
130,0.953737,130,0.277132,10
131,0.967222,131,0.238735,10
132,0.938485,132,0.306835,10
133,0.939619,133,0.31841,10
134,0.952524,134,0.288522,10
135,0.962391,135,0.246586,10
136,0.921955,136,0.374944,10
137,0.949921,137,0.283651,10
138,0.953058,138,0.281621,10
139,0.947041,139,0.295159,10
140,0.961572,140,0.272698,10
141,0.952675,141,0.299106,10
142,0.960804,142,0.259986,10
143,0.943233,143,0.324603,10
144,0.930176,144,0.334127,10
145,0.970239,145,0.230758,10
0,0.956206,0,0.274034,10
1,0.952292,1,0.271634,10
2,0.957586,2,0.265407,10
3,0.929754,3,0.329056,10
4,0.957466,4,0.275818,10
5,0.957809,5,0.261564,10
6,0.959481,6,0.264363,10
7,0.95935,7,0.267757,10
8,0.929666,8,0.350338,10
9,0.932795,9,0.320091,10
10,0.920612,10,0.371756,10
11,0.943776,11,0.306847,10
12,0.953554,12,0.289593,10
13,0.921303,13,0.385952,10
14,0.945927,14,0.294951,10
15,0.943585,15,0.297796,10
16,0.934449,16,0.336273,10
17,0.919862,17,0.369668,10
18,0.948827,18,0.285484,10
19,0.95116,19,0.281958,10
20,0.953711,20,0.279755,10
21,0.945706,21,0.306365,10
22,0.929399,22,0.328347,10
23,0.95183,23,0.280044,10
24,0.970899,24,0.242799,10
25,0.947101,25,0.300308,10
26,0.956205,26,0.267808,10
27,0.920106,27,0.369327,10
28,0.950435,28,0.287681,10
29,0.956029,29,0.274872,10
30,0.951667,30,0.281078,10
31,0.950324,31,0.280019,10
32,0.93075,32,0.333496,10
33,0.954188,33,0.284655,10
34,0.938946,34,0.31346,10
35,0.947641,35,0.279095,10
36,0.963543,36,0.254455,10
37,0.973761,37,0.224609,10
38,0.962443,38,0.253184,10
39,0.970763,39,0.235786,10
40,0.93863,40,0.30857,10
41,0.965713,41,0.246949,10
42,0.917742,42,0.393601,10
43,0.956131,43,0.278621,10
44,0.939721,44,0.315777,10
45,0.932608,45,0.340266,10
46,0.967664,46,0.243043,10
47,0.964713,47,0.248851,10
48,0.939055,48,0.312687,10
49,0.952651,49,0.287254,10
50,0.948346,50,0.29718,10
51,0.952175,51,0.278435,10
52,0.949753,52,0.276094,10
53,0.96663,53,0.252162,10
54,0.943774,54,0.315059,10
55,0.958098,55,0.277244,10
56,0.957849,56,0.259234,10
57,0.953722,57,0.272382,10
58,0.960595,58,0.255186,10
59,0.968407,59,0.236138,10
60,0.956585,60,0.267438,10
61,0.956081,61,0.268309,10
62,0.953839,62,0.28191,10
63,0.949973,63,0.300368,10
64,0.921419,64,0.377645,10
65,0.957913,65,0.265561,10
66,0.910645,66,0.427358,10
67,0.9505,67,0.284556,10
68,0.956675,68,0.268713,10
69,0.959437,69,0.263372,10
70,0.955348,70,0.266467,10
71,0.947663,71,0.285159,10
72,0.93936,72,0.313898,10
73,0.972936,73,0.234052,10
74,0.974454,74,0.219942,10
75,0.960199,75,0.262233,10
76,0.953171,76,0.272379,10
77,0.934483,77,0.333568,10
78,0.966134,78,0.252426,10
79,0.945652,79,0.301323,10
80,0.937014,80,0.317849,10
81,0.953309,81,0.275398,10
82,0.956962,82,0.27084,10
83,0.951338,83,0.277424,10
84,0.957741,84,0.26993,10
85,0.947625,85,0.300528,10
86,0.935212,86,0.312863,10
87,0.961159,87,0.25225,10
88,0.949755,88,0.281205,10
89,0.946437,89,0.298183,10
90,0.953151,90,0.274507,10
91,0.957476,91,0.265139,10
92,0.964231,92,0.24413,10
93,0.960665,93,0.260892,10
94,0.914382,94,0.375536,10
95,0.956059,95,0.277021,10
96,0.957709,96,0.263879,10
97,0.953187,97,0.282619,10
98,0.952673,98,0.289801,10
99,0.954965,99,0.272184,10
100,0.943495,100,0.301503,10
101,0.945747,101,0.291374,10
102,0.94501,102,0.29656,10
103,0.954349,103,0.279718,10
104,0.941927,104,0.306191,10
105,0.965915,105,0.243284,10
106,0.952643,106,0.288753,10
107,0.943718,107,0.29901,10
108,0.967156,108,0.23693,10
109,0.960583,109,0.256063,10
110,0.944227,110,0.300214,10
111,0.940482,111,0.342387,10
112,0.971042,112,0.232748,10
113,0.960551,113,0.257954,10
114,0.925577,114,0.346254,10
115,0.95913,115,0.279712,10
116,0.967328,116,0.245722,10
117,0.952912,117,0.274246,10
118,0.971178,118,0.228062,10
119,0.960958,119,0.255106,10
120,0.944109,120,0.311806,10
121,0.953382,121,0.276138,10
122,0.941598,122,0.32121,10
123,0.969263,123,0.229032,10
124,0.941973,124,0.312025,10
125,0.967443,125,0.244229,10
126,0.947621,126,0.285606,10
127,0.948615,127,0.277691,10
128,0.96478,128,0.239844,10
129,0.966656,129,0.23732,10
130,0.952077,130,0.276963,10
131,0.946794,131,0.294877,10
132,0.943681,132,0.304329,10
133,0.950905,133,0.286253,10
134,0.915928,134,0.401991,10
135,0.948675,135,0.294821,10
136,0.921272,136,0.384883,10
137,0.934664,137,0.322561,10
138,0.959812,138,0.249234,10
139,0.955286,139,0.259708,10
140,0.956807,140,0.293638,10
141,0.941197,141,0.308384,10
142,0.95797,142,0.276154,10
143,0.945678,143,0.292542,10
144,0.955559,144,0.271888,10
145,0.955073,145,0.26729,10
0,0.938922,0,0.335883,10
1,0.968432,1,0.237084,10
2,0.958106,2,0.263315,10
3,0.952424,3,0.276671,10
4,0.951772,4,0.277122,10
5,0.972802,5,0.224,10
6,0.954461,6,0.279888,10
7,0.940055,7,0.325867,10
8,0.966397,8,0.239637,10
9,0.9597,9,0.25553,10
10,0.972153,10,0.241265,10
11,0.957038,11,0.264771,10
12,0.962724,12,0.25852,10
13,0.958345,13,0.258849,10
14,0.954927,14,0.27095,10
15,0.957562,15,0.266778,10
16,0.96608,16,0.241817,10
17,0.950754,17,0.285873,10
18,0.970137,18,0.237523,10
19,0.960428,19,0.252101,10
20,0.95638,20,0.271382,10
21,0.941048,21,0.348389,10
22,0.939089,22,0.317657,10
23,0.950879,23,0.288411,10
24,0.934563,24,0.340021,10
25,0.944968,25,0.296622,10
26,0.955206,26,0.274467,10
27,0.954975,27,0.269098,10
28,0.946921,28,0.297042,10
29,0.946048,29,0.288466,10
30,0.956131,30,0.290399,10
31,0.954646,31,0.269208,10
32,0.94956,32,0.279527,10
33,0.931635,33,0.325346,10
34,0.899949,34,0.432373,10
35,0.936703,35,0.335477,10
36,0.962313,36,0.247731,10
37,0.965773,37,0.248639,10
38,0.943731,38,0.307574,10
39,0.939484,39,0.315927,10
40,0.948655,40,0.294086,10
41,0.970259,41,0.237795,10
42,0.964671,42,0.240939,10
43,0.946383,43,0.295536,10
44,0.959332,44,0.263199,10
45,0.940749,45,0.321864,10
46,0.941014,46,0.306777,10
47,0.955258,47,0.278206,10
48,0.944713,48,0.303021,10
49,0.947147,49,0.293265,10
50,0.937076,50,0.330195,10
51,0.930368,51,0.344463,10
52,0.956326,52,0.26846,10
53,0.950497,53,0.279612,10
54,0.941508,54,0.31451,10
55,0.942941,55,0.303779,10
56,0.950531,56,0.280397,10
57,0.95741,57,0.255534,10
58,0.94172,58,0.322845,10
59,0.952258,59,0.278389,10
60,0.965883,60,0.241386,10
61,0.965707,61,0.24672,10
62,0.951718,62,0.295017,10
63,0.944765,63,0.298868,10
64,0.948809,64,0.28909,10
65,0.944538,65,0.300599,10
66,0.960735,66,0.254577,10
67,0.932488,67,0.333471,10
68,0.953494,68,0.275446,10
69,0.948655,69,0.300611,10
70,0.930226,70,0.340853,10
71,0.946375,71,0.325175,10
72,0.947282,72,0.292126,10
73,0.957795,73,0.272595,10
74,0.928719,74,0.344143,10
75,0.94557,75,0.299688,10
76,0.950118,76,0.292737,10
77,0.947356,77,0.289662,10
78,0.923936,78,0.376178,10
79,0.940851,79,0.304436,10
80,0.936803,80,0.315183,10
81,0.95697,81,0.268115,10
82,0.972149,82,0.222739,10
83,0.907349,83,0.380812,10
84,0.941016,84,0.301992,10
85,0.928273,85,0.352304,10
86,0.935103,86,0.342321,10
87,0.93697,87,0.322608,10
88,0.936213,88,0.322111,10
89,0.923324,89,0.357442,10
90,0.937044,90,0.313504,10
91,0.934543,91,0.323334,10
92,0.942469,92,0.301439,10
93,0.945508,93,0.303547,10
94,0.943133,94,0.299122,10
95,0.94103,95,0.31432,10
96,0.943509,96,0.296021,10
97,0.928253,97,0.360355,10
98,0.960308,98,0.270115,10
99,0.9013,99,0.418252,10
100,0.94893,100,0.300697,10
101,0.960041,101,0.260363,10
102,0.944887,102,0.297973,10
103,0.947248,103,0.294711,10
104,0.959332,104,0.260158,10
105,0.930549,105,0.336671,10
106,0.954341,106,0.278225,10
107,0.904302,107,0.40949,10
108,0.93812,108,0.338244,10
109,0.95467,109,0.271154,10
110,0.934302,110,0.327764,10
111,0.935133,111,0.330149,10
112,0.966102,112,0.254912,10
113,0.951918,113,0.292574,10
114,0.933867,114,0.357431,10
115,0.93257,115,0.33476,10
116,0.956464,116,0.277001,10
117,0.944588,117,0.307157,10
118,0.933026,118,0.318274,10
119,0.914675,119,0.36901,10
120,0.935494,120,0.31948,10
121,0.928745,121,0.333582,10
122,0.934754,122,0.339985,10
123,0.953697,123,0.280335,10
124,0.916319,124,0.379252,10
125,0.898213,125,0.450636,10
126,0.924584,126,0.362191,10
127,0.958132,127,0.271873,10
128,0.941558,128,0.312276,10
129,0.939181,129,0.324681,10
130,0.94324,130,0.3084,10
131,0.938403,131,0.33443,10
132,0.955282,132,0.272726,10
133,0.955377,133,0.276589,10
134,0.947436,134,0.298276,10
135,0.953809,135,0.280709,10
136,0.95169,136,0.278969,10
137,0.916106,137,0.38372,10
138,0.934465,138,0.320846,10
139,0.94043,139,0.301911,10
140,0.959888,140,0.252099,10
141,0.917039,141,0.382353,10
142,0.936506,142,0.330787,10
143,0.922838,143,0.354989,10
144,0.96611,144,0.247272,10
145,0.967301,145,0.245069,10
0,0.965557,0,0.246524,10
1,0.961153,1,0.259443,10
2,0.936233,2,0.338299,10
3,0.941166,3,0.3124,10
4,0.952805,4,0.288617,10
5,0.948823,5,0.289903,10
6,0.959427,6,0.257617,10
7,0.941694,7,0.305173,10
8,0.94064,8,0.31729,10
9,0.952049,9,0.279695,10
10,0.956968,10,0.267701,10
11,0.937933,11,0.321737,10
12,0.942342,12,0.30712,10
13,0.94093,13,0.30634,10
14,0.95412,14,0.269026,10
15,0.944952,15,0.308422,10
16,0.947394,16,0.29465,10
17,0.935517,17,0.342602,10
18,0.955513,18,0.288966,10
19,0.93124,19,0.33349,10
20,0.955238,20,0.270332,10
21,0.947633,21,0.2931,10
22,0.948366,22,0.291077,10
23,0.950148,23,0.28247,10
24,0.960498,24,0.257324,10
25,0.935812,25,0.32096,10
26,0.963547,26,0.245993,10
27,0.922035,27,0.376524,10
28,0.935751,28,0.345575,10
29,0.958818,29,0.263485,10
30,0.963385,30,0.259063,10
31,0.945213,31,0.304444,10
32,0.939681,32,0.320707,10
33,0.962602,33,0.25804,10
34,0.954558,34,0.274923,10
35,0.959641,35,0.263567,10
36,0.930379,36,0.345993,10
37,0.955874,37,0.271756,10
38,0.966359,38,0.239141,10
39,0.958174,39,0.269026,10
40,0.957721,40,0.266031,10
41,0.96499,41,0.251118,10
42,0.942128,42,0.305957,10
43,0.952474,43,0.271834,10
44,0.938846,44,0.307965,10
45,0.934979,45,0.335781,10
46,0.93425,46,0.334945,10
47,0.946308,47,0.304461,10
48,0.940217,48,0.303155,10
49,0.950579,49,0.282804,10
50,0.943844,50,0.295934,10
51,0.919179,51,0.377597,10
52,0.93015,52,0.34763,10
53,0.938824,53,0.322259,10
54,0.935119,54,0.327545,10
55,0.959399,55,0.254655,10
56,0.935286,56,0.329641,10
57,0.916108,57,0.388481,10
58,0.957452,58,0.277016,10
59,0.944468,59,0.298891,10
60,0.940568,60,0.308866,10
61,0.945939,61,0.303015,10
62,0.966911,62,0.233543,10
63,0.85698,63,0.55993,10
64,0.886121,64,0.461876,10
65,0.921863,65,0.361792,10
66,0.934049,66,0.334088,10
67,0.961045,67,0.258367,10
68,0.933933,68,0.317121,10
69,0.946716,69,0.293698,10
70,0.955489,70,0.277002,10
71,0.929891,71,0.331957,10
72,0.93469,72,0.341402,10
73,0.915363,73,0.383422,10
74,0.887598,74,0.462589,10
75,0.929594,75,0.344717,10
76,0.953779,76,0.289472,10
77,0.920371,77,0.372864,10
78,0.938838,78,0.314707,10
79,0.954612,79,0.293416,10
80,0.926599,80,0.360204,10
81,0.939529,81,0.329151,10
82,0.938866,82,0.310162,10
83,0.960713,83,0.254225,10
84,0.92292,84,0.354498,10
85,0.967164,85,0.239484,10
86,0.932261,86,0.365083,10
87,0.925465,87,0.335128,10
88,0.938305,88,0.3051,10
89,0.944544,89,0.292437,10
90,0.935812,90,0.316506,10
91,0.929074,91,0.349996,10
92,0.935711,92,0.313483,10
93,0.939484,93,0.300931,10
94,0.930324,94,0.328551,10
95,0.963106,95,0.266148,10
96,0.94838,96,0.28285,10
97,0.969825,97,0.239443,10
98,0.939278,98,0.313703,10
99,0.934635,99,0.325367,10
100,0.960001,100,0.263297,10
101,0.960696,101,0.2636,10
102,0.933152,102,0.339799,10
103,0.95135,103,0.27985,10
104,0.943804,104,0.324213,10
105,0.964232,105,0.251206,10
106,0.930431,106,0.336177,10
107,0.956801,107,0.276748,10
108,0.929668,108,0.342713,10
109,0.931522,109,0.341323,10
110,0.953879,110,0.282884,10
111,0.944707,111,0.301303,10
112,0.944524,112,0.312343,10
113,0.927948,113,0.375793,10
114,0.948474,114,0.287938,10
115,0.945584,115,0.322433,10
116,0.959377,116,0.255958,10
117,0.953939,117,0.285141,10
118,0.948097,118,0.290006,10
119,0.967423,119,0.241026,10
120,0.968224,120,0.239746,10
121,0.94406,121,0.296212,10
122,0.951754,122,0.279849,10
123,0.974516,123,0.224265,10
124,0.968282,124,0.242843,10
125,0.950539,125,0.275706,10
126,0.963738,126,0.24395,10
127,0.944384,127,0.299796,10
128,0.964424,128,0.245835,10
129,0.961819,129,0.259906,10
130,0.961663,130,0.249528,10
131,0.950369,131,0.289674,10
132,0.948773,132,0.292286,10
133,0.954405,133,0.277368,10
134,0.875999,134,0.533821,10
135,0.943824,135,0.314435,10
136,0.941853,136,0.317285,10
137,0.931946,137,0.335454,10
138,0.950726,138,0.286015,10
139,0.953076,139,0.290149,10
140,0.960625,140,0.256759,10
141,0.947205,141,0.293561,10
142,0.938465,142,0.329534,10
143,0.938134,143,0.320924,10
144,0.948179,144,0.291733,10
145,0.943087,145,0.310955,10
0,0.946784,0,0.291266,10
1,0.96023,1,0.260043,10
2,0.961735,2,0.251193,10
3,0.954774,3,0.268541,10
4,0.949819,4,0.277635,10
5,0.945682,5,0.295051,10
6,0.937572,6,0.321687,10
7,0.956234,7,0.270366,10
8,0.936331,8,0.334336,10
9,0.952627,9,0.29446,10
10,0.949125,10,0.285411,10
11,0.947418,11,0.2929,10
12,0.959156,12,0.263763,10
13,0.944711,13,0.293946,10
14,0.936253,14,0.332071,10
15,0.965264,15,0.245568,10
16,0.944984,16,0.303413,10
17,0.942106,17,0.306395,10
18,0.960218,18,0.264517,10
19,0.934053,19,0.322324,10
20,0.958983,20,0.265182,10
21,0.957725,21,0.267091,10
22,0.937979,22,0.308336,10
23,0.958664,23,0.256841,10
24,0.921563,24,0.393867,10
25,0.931549,25,0.339503,10
26,0.897854,26,0.450706,10
27,0.937405,27,0.313252,10
28,0.959399,28,0.264745,10
29,0.950965,29,0.279628,10
30,0.927914,30,0.335621,10
31,0.959009,31,0.263109,10
32,0.964858,32,0.24535,10
33,0.953129,33,0.277286,10
34,0.953992,34,0.273164,10
35,0.928773,35,0.342152,10
36,0.896218,36,0.416419,10
37,0.919283,37,0.382017,10
38,0.90297,38,0.441031,10
39,0.912845,39,0.374399,10
40,0.939902,40,0.328952,10
41,0.900196,41,0.432996,10
42,0.958449,42,0.270507,10
43,0.923659,43,0.348156,10
44,0.917072,44,0.365799,10
45,0.936243,45,0.327294,10
46,0.951483,46,0.273241,10
47,0.95471,47,0.282691,10
48,0.942168,48,0.294923,10
49,0.91087,49,0.379387,10
50,0.924094,50,0.392575,10
51,0.926535,51,0.366456,10
52,0.955005,52,0.277534,10
53,0.932875,53,0.334165,10
54,0.939195,54,0.31686,10
55,0.941967,55,0.320952,10
56,0.939685,56,0.310696,10
57,0.930336,57,0.350704,10
58,0.956739,58,0.272073,10
59,0.932125,59,0.321269,10
60,0.934158,60,0.32402,10
61,0.938608,61,0.34105,10
62,0.964517,62,0.247501,10
63,0.940059,63,0.301084,10
64,0.946062,64,0.303543,10
65,0.94838,65,0.295008,10
66,0.925056,66,0.356488,10
67,0.947278,67,0.288263,10
68,0.943165,68,0.311313,10
69,0.938021,69,0.319566,10
70,0.954923,70,0.28222,10
71,0.946001,71,0.293453,10
72,0.935248,72,0.31964,10
73,0.887744,73,0.445637,10
74,0.929244,74,0.352087,10
75,0.94285,75,0.310739,10
76,0.935771,76,0.335771,10
77,0.934784,77,0.321662,10
78,0.940687,78,0.308329,10
79,0.96711,79,0.247904,10
80,0.962225,80,0.254166,10
81,0.950592,81,0.297723,10
82,0.965631,82,0.244559,10
83,0.898834,83,0.437309,10
84,0.882028,84,0.491339,10
85,0.916905,85,0.368316,10
86,0.941686,86,0.320861,10
87,0.943944,87,0.309033,10
88,0.928327,88,0.351894,10
89,0.897669,89,0.454619,10
90,0.919468,90,0.396015,10
